LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,PRECTOT,QV2M,RH2M,PS,WS50M_RANGE,WS10M_RANGE,WS50M,WS10M,T2M_RANGE
52.22961,21.01811,2018,03,18,   -0.62,   -8.97,   -5.26,    0.00,    1.64,   63.87,  100.54,    4.86,    5.70,   10.31,    7.60,    8.35
52.22961,21.01811,2018,03,19,    0.90,   -8.57,   -4.39,    0.00,    1.82,   66.34,  100.07,    4.86,    4.89,    6.13,    4.29,    9.47
52.22961,21.01811,2018,03,20,    2.02,   -6.98,   -2.38,    0.10,    2.21,   68.98,   99.66,    6.75,    4.93,    3.93,    2.77,    9.01
52.22961,21.01811,2018,03,21,    1.52,   -5.37,   -1.79,    0.03,    2.33,   70.16,  100.58,    5.00,    5.37,    7.59,    5.32,    6.89
52.22961,21.01811,2018,03,22,    3.90,   -3.47,   -0.60,    0.06,    2.77,   76.16,  100.08,    3.86,    4.85,    7.46,    5.06,    7.37
52.22961,21.01811,2018,03,23,    4.45,   -3.02,    0.44,    0.16,    3.22,   81.24,   99.29,    5.17,    2.57,    3.30,    1.95,    7.48
52.22961,21.01811,2018,03,24,    6.96,   -2.18,    1.57,    0.03,    3.25,   75.65,   99.43,    3.92,    1.56,    4.42,    2.77,    9.14
52.22961,21.01811,2018,03,25,    9.81,   -3.31,    2.48,    0.00,    3.60,   78.57,   99.62,    5.42,    2.41,    4.78,    2.90,   13.13
52.22961,21.01811,2018,03,26,    9.03,   -2.16,    3.20,    0.06,    3.89,   80.78,   99.62,    2.90,    3.15,    5.62,    3.67,   11.19
52.22961,21.01811,2018,03,27,    5.22,   -1.69,    1.20,    0.52,    3.43,   82.35,   99.86,    3.99,    3.76,    4.56,    3.46,    6.90
52.22961,21.01811,2018,03,28,    3.72,   -1.66,    0.60,    0.50,    3.17,   79.51,   99.84,    7.41,    5.22,    3.96,    2.79,    5.37
52.22961,21.01811,2018,03,29,    3.64,   -1.31,    0.49,    6.60,    3.80,   95.31,   99.19,    7.11,    6.35,    7.20,    5.27,    4.96
52.22961,21.01811,2018,03,30,    9.86,   -0.69,    4.21,    0.07,    4.12,   79.51,   99.56,    5.62,    4.98,    6.17,    4.11,   10.55
52.22961,21.01811,2018,03,31,    8.90,   -1.39,    4.58,    4.26,    5.18,   96.81,   98.84,    3.01,    4.17,    7.43,    5.25,   10.29
52.22961,21.01811,2018,04,01,    6.06,    0.49,    3.79,   19.51,    4.95,   96.61,   97.71,   13.71,   10.75,    8.74,    6.57,    5.57
52.22961,21.01811,2018,04,02,    7.04,   -2.01,    1.96,    1.27,    3.64,   82.17,   99.01,   10.44,    9.10,   11.74,    8.68,    9.05
52.22961,21.01811,2018,04,03,   12.49,   -2.04,    5.63,    0.14,    4.97,   86.99,   99.62,    4.07,    4.04,    6.37,    4.04,   14.53
52.22961,21.01811,2018,04,04,   19.26,    3.15,   11.19,    0.01,    6.85,   81.96,   99.44,    3.93,    4.23,    6.45,    4.09,   16.12
52.22961,21.01811,2018,04,05,   17.84,    5.55,   11.53,    0.24,    6.65,   77.76,   99.33,    2.79,    3.59,    7.05,    4.38,   12.29
52.22961,21.01811,2018,04,06,   10.83,    0.08,    6.70,    0.07,    4.25,   69.77,  100.60,    4.42,    5.17,    8.01,    5.71,   10.75
52.22961,21.01811,2018,04,07,   14.16,   -2.04,    6.33,    0.00,    3.76,   63.72,  101.22,    6.40,    3.49,    6.78,    4.49,   16.20
52.22961,21.01811,2018,04,08,   21.19,    2.66,   12.18,    0.00,    7.06,   79.95,  100.46,    6.22,    1.99,    7.95,    5.19,   18.52
52.22961,21.01811,2018,04,09,   23.26,    8.31,   15.44,    0.06,    8.17,   74.10,   99.58,    8.39,    6.57,    6.81,    4.73,   14.95
52.22961,21.01811,2018,04,10,   22.96,    8.65,   15.33,    0.48,    7.99,   73.03,   99.59,    6.13,    2.25,    5.05,    3.18,   14.31
52.22961,21.01811,2018,04,11,   16.64,    9.26,   12.38,    0.94,    7.69,   85.46,   99.93,    2.52,    2.98,    8.14,    6.11,    7.39
52.22961,21.01811,2018,04,12,   19.12,    8.27,   13.08,    0.12,    7.78,   82.69,  100.02,    3.95,    2.74,    8.74,    6.47,   10.85
52.22961,21.01811,2018,04,13,   21.78,    6.97,   13.85,    2.11,    8.10,   81.83,  100.03,    6.82,    6.65,    9.31,    6.86,   14.81
52.22961,21.01811,2018,04,14,   20.44,    9.40,   14.24,    0.17,    7.70,   76.24,  100.61,    4.91,    4.40,    4.34,    3.07,   11.03
52.22961,21.01811,2018,04,15,   22.47,    6.41,   14.96,    0.00,    7.95,   75.07,  100.48,    6.49,    4.28,    6.58,    4.22,   16.06
52.22961,21.01811,2018,04,16,   22.54,   10.68,   16.72,    1.82,    9.19,   77.08,   99.88,    7.14,    3.60,    3.90,    2.25,   11.86
52.22961,21.01811,2018,04,17,   15.76,    7.55,   12.49,    1.36,    7.98,   88.56,  100.55,    4.87,    5.46,    7.28,    4.86,    8.21
52.22961,21.01811,2018,04,18,   17.35,    5.92,   11.68,    0.04,    6.28,   74.33,  101.49,    3.53,    4.01,    7.09,    4.70,   11.43
52.22961,21.01811,2018,04,19,   19.26,    7.25,   13.03,    0.03,    6.61,   71.36,  101.35,    5.29,    4.85,    8.89,    6.03,   12.02
52.22961,21.01811,2018,04,20,   19.94,    4.58,   12.42,    0.00,    5.81,   65.21,  101.16,    8.15,    3.14,    4.26,    2.55,   15.36
52.22961,21.01811,2018,04,21,   21.73,    6.88,   14.10,    0.00,    6.50,   64.73,  100.15,    5.58,    6.46,    9.30,    6.27,   14.85
52.22961,21.01811,2018,04,22,   17.72,    3.61,   11.17,    0.00,    5.57,   67.35,  100.23,    3.53,    3.74,    5.85,    4.03,   14.11
52.22961,21.01811,2018,04,23,   19.30,    4.29,   13.21,    1.87,    6.67,   70.18,   99.89,    4.39,    1.78,    4.42,    2.88,   15.01
52.22961,21.01811,2018,04,24,   17.32,    8.42,   13.23,    0.76,    7.24,   76.09,   99.87,    3.44,    4.13,    7.03,    4.89,    8.90
52.22961,21.01811,2018,04,25,   21.40,    8.52,   13.64,    1.75,    8.01,   81.44,   99.38,    8.23,    6.88,    8.60,    5.99,   12.88
52.22961,21.01811,2018,04,26,   14.90,    6.89,   10.43,    1.04,    5.87,   74.18,   99.78,    3.02,    3.03,    6.81,    4.96,    8.02
52.22961,21.01811,2018,04,27,   13.77,    5.83,    9.62,    0.30,    5.36,   71.91,  100.34,    7.83,    4.91,    4.84,    3.66,    7.94
52.22961,21.01811,2018,04,28,   22.41,    5.69,   14.81,    0.03,    7.03,   66.77,  100.02,    6.85,    4.62,    5.65,    4.08,   16.71
52.22961,21.01811,2018,04,29,   26.00,   11.11,   18.85,    3.17,   10.14,   74.24,   99.79,    3.63,    2.03,    5.23,    3.41,   14.89
52.22961,21.01811,2018,04,30,   26.43,   13.79,   19.83,    0.70,   11.16,   76.42,   99.29,    5.04,    3.64,    7.40,    4.66,   12.64
52.22961,21.01811,2018,05,01,   24.14,   12.37,   18.35,    0.68,    9.80,   73.86,   99.53,    5.08,    2.90,    6.15,    3.82,   11.77
52.22961,21.01811,2018,05,02,   22.04,   10.40,   16.55,    0.00,    8.24,   70.07,  100.17,    5.45,    3.02,    6.16,    4.16,   11.64
52.22961,21.01811,2018,05,03,   27.65,   13.31,   20.30,    0.06,    9.70,   64.88,   99.73,    6.97,    4.79,    6.08,    4.30,   14.33
52.22961,21.01811,2018,05,04,   22.05,    9.20,   15.58,    0.10,    7.99,   72.41,  100.39,    2.91,    3.06,    7.63,    5.93,   12.84
52.22961,21.01811,2018,05,05,   18.52,    6.30,   12.45,    0.00,    5.29,   59.16,  100.97,    2.69,    2.64,    7.02,    5.07,   12.23
52.22961,21.01811,2018,05,06,   19.62,    7.61,   13.70,    0.00,    6.30,   65.01,  101.09,    3.09,    2.49,    6.58,    4.49,   12.01
52.22961,21.01811,2018,05,07,   21.54,    7.03,   14.91,    0.02,    6.95,   66.07,  100.79,    4.89,    2.87,    6.47,    4.12,   14.50
52.22961,21.01811,2018,05,08,   23.90,    9.15,   17.16,    0.00,    7.91,   64.73,  100.21,    3.77,    2.99,    7.60,    4.85,   14.75
52.22961,21.01811,2018,05,09,   25.68,   11.02,   18.83,    0.38,    9.53,   69.87,   99.79,    3.81,    3.13,    6.34,    3.99,   14.66
52.22961,21.01811,2018,05,10,   24.98,   13.30,   19.57,    0.44,   10.09,   70.75,   99.98,    3.36,    3.43,    6.90,    4.17,   11.69
52.22961,21.01811,2018,05,11,   25.13,   13.86,   19.20,    0.35,    9.30,   67.03,  100.40,    3.60,    2.10,    6.69,    4.44,   11.27
52.22961,21.01811,2018,05,12,   22.91,   10.01,   16.67,    0.00,    6.86,   58.17,  100.52,    3.85,    1.84,    6.05,    4.02,   12.89
52.22961,21.01811,2018,05,13,   25.20,   10.30,   17.57,    0.07,    7.35,   58.64,  100.25,    5.47,    4.35,    6.87,    4.64,   14.90
52.22961,21.01811,2018,05,14,   18.68,    8.53,   13.85,    0.98,    6.98,   70.73,  100.31,    5.03,    4.51,    6.43,    4.27,   10.15
52.22961,21.01811,2018,05,15,   20.33,    8.31,   14.95,    0.57,    7.51,   70.64,  100.03,    3.25,    2.76,    5.57,    3.74,   12.02
52.22961,21.01811,2018,05,16,   18.67,   11.39,   14.91,   16.08,    9.50,   88.96,   99.45,    3.73,    2.87,    6.09,    4.16,    7.28
52.22961,21.01811,2018,05,17,   18.10,   10.85,   14.56,    6.01,    8.95,   85.56,   99.10,    5.97,    2.57,    3.29,    1.87,    7.26
52.22961,21.01811,2018,05,18,   19.08,   10.96,   14.95,    2.14,    8.71,   81.59,   99.62,    3.05,    3.66,    7.63,    5.49,    8.13
52.22961,21.01811,2018,05,19,   18.99,    8.92,   14.19,    0.37,    7.50,   74.39,  100.39,    2.47,    2.07,    6.81,    4.93,   10.07
52.22961,21.01811,2018,05,20,   20.60,    6.89,   14.69,    0.01,    6.64,   64.20,  101.04,    3.58,    2.46,    5.95,    3.91,   13.71
52.22961,21.01811,2018,05,21,   20.53,    7.72,   14.98,    0.01,    6.38,   60.48,  100.94,    4.59,    2.73,    5.91,    3.94,   12.80
52.22961,21.01811,2018,05,22,   21.43,    7.87,   16.31,    1.39,    7.68,   66.46,  100.38,    6.13,    5.34,    4.99,    3.58,   13.56
52.22961,21.01811,2018,05,23,   23.11,   12.15,   17.90,    0.03,    8.02,   63.00,  100.73,    7.81,    3.77,    4.49,    3.09,   10.96
52.22961,21.01811,2018,05,24,   22.95,   11.14,   17.65,    0.05,    8.62,   68.88,  100.95,    3.22,    2.89,    6.67,    4.45,   11.81
52.22961,21.01811,2018,05,25,   21.72,   11.82,   17.50,    1.32,    9.07,   72.99,  100.75,    2.63,    2.24,    4.66,    3.12,    9.90
52.22961,21.01811,2018,05,26,   20.12,   14.10,   17.54,   10.45,   11.42,   91.71,  100.92,    2.92,    1.82,    5.08,    3.11,    6.03
52.22961,21.01811,2018,05,27,   25.94,   14.33,   19.61,    0.51,    9.95,   70.26,  100.92,    3.09,    1.32,    4.94,    3.28,   11.61
52.22961,21.01811,2018,05,28,   26.63,   13.61,   20.69,    0.00,    9.48,   62.72,  101.03,    5.89,    2.53,    5.66,    3.52,   13.03
52.22961,21.01811,2018,05,29,   26.92,   12.79,   20.50,    0.00,    8.84,   59.07,  100.80,    4.00,    4.02,    7.30,    4.57,   14.13
52.22961,21.01811,2018,05,30,   28.88,   13.66,   22.38,    0.00,    9.91,   58.78,  100.49,    4.64,    2.08,    4.45,    2.94,   15.22
52.22961,21.01811,2018,05,31,   29.56,   18.68,   23.96,    0.05,   10.07,   54.21,  100.34,    8.03,    4.69,    3.79,    2.44,   10.88
52.22961,21.01811,2018,06,01,   28.61,   16.92,   22.76,    0.05,   10.25,   59.32,  100.36,    5.19,    2.80,    6.00,    3.98,   11.68
52.22961,21.01811,2018,06,02,   24.20,   16.27,   19.61,    5.97,   10.73,   75.03,   99.98,    5.71,    2.22,    3.32,    2.18,    7.94
52.22961,21.01811,2018,06,03,   26.30,   15.36,   21.42,    2.71,   10.70,   66.89,   99.98,    2.87,    2.64,    2.78,    2.14,   10.94
52.22961,21.01811,2018,06,04,   27.46,   16.82,   22.20,    0.04,   10.37,   61.55,   99.55,    5.99,    3.70,    4.16,    2.72,   10.64
52.22961,21.01811,2018,06,05,   23.92,    9.59,   18.54,    0.20,    9.42,   70.16,   99.54,    6.18,    4.40,    6.44,    4.74,   14.33
52.22961,21.01811,2018,06,06,   17.33,    5.96,   12.06,    0.00,    4.32,   49.46,  100.68,    3.24,    2.88,    5.52,    4.02,   11.37
52.22961,21.01811,2018,06,07,   21.99,    6.53,   15.38,    0.00,    5.32,   49.09,  100.74,    3.22,    2.07,    5.02,    3.33,   15.46
52.22961,21.01811,2018,06,08,   26.49,    9.72,   19.24,    0.00,    6.92,   49.76,  100.27,    6.27,    2.31,    3.88,    2.35,   16.77
52.22961,21.01811,2018,06,09,   27.96,   12.55,   21.42,    0.00,    8.23,   51.61,  100.03,    5.64,    1.88,    5.39,    3.32,   15.41
52.22961,21.01811,2018,06,10,   29.72,   15.71,   23.66,    0.00,    9.83,   53.56,   99.71,    5.62,    2.19,    4.99,    3.13,   14.01
52.22961,21.01811,2018,06,11,   25.36,   17.45,   21.37,    4.62,   12.20,   76.01,   99.34,    5.34,    4.06,    5.37,    3.51,    7.92
52.22961,21.01811,2018,06,12,   22.94,   15.07,   18.83,    0.63,    9.69,   70.66,   99.28,    6.17,    5.10,    4.46,    3.19,    7.86
52.22961,21.01811,2018,06,13,   21.58,   12.24,   17.67,    0.12,    8.74,   68.75,   99.52,    4.89,    2.21,    3.68,    2.56,    9.33
52.22961,21.01811,2018,06,14,   22.53,   13.42,   18.12,    0.12,    9.11,   69.85,   99.81,    1.79,    2.35,    5.60,    3.86,    9.10
52.22961,21.01811,2018,06,15,   24.48,   12.69,   19.66,    0.14,    9.67,   67.51,  100.02,    4.01,    2.05,    5.51,    3.70,   11.79
52.22961,21.01811,2018,06,16,   24.94,   15.00,   20.89,    0.15,   10.03,   65.01,  100.21,    3.26,    1.05,    4.50,    2.95,    9.94
52.22961,21.01811,2018,06,17,   27.13,   15.50,   22.70,    0.09,    9.81,   56.86,  100.12,    4.73,    1.64,    2.56,    1.77,   11.62
52.22961,21.01811,2018,06,18,   26.24,   17.94,   22.35,    1.09,   10.63,   63.00,  100.25,    4.49,    1.91,    1.77,    1.16,    8.30
52.22961,21.01811,2018,06,19,   27.18,   16.14,   21.78,    0.04,   10.14,   62.34,  100.48,    6.22,    4.86,    5.92,    4.00,   11.03
52.22961,21.01811,2018,06,20,   27.19,   15.30,   22.19,    0.02,    9.79,   58.82,  100.64,    6.38,    5.36,    4.57,    3.31,   11.89
52.22961,21.01811,2018,06,21,   30.66,   13.20,   23.64,    4.61,   10.23,   55.77,   99.67,   12.84,   10.12,    7.61,    5.48,   17.46
52.22961,21.01811,2018,06,22,   17.60,   11.30,   14.31,    0.02,    6.05,   59.39,  100.03,    3.33,    4.49,    7.17,    5.29,    6.30
52.22961,21.01811,2018,06,23,   17.66,   10.72,   14.14,    1.40,    6.49,   64.41,  100.06,    2.11,    2.46,    5.56,    4.15,    6.94
52.22961,21.01811,2018,06,24,   15.27,   10.43,   12.64,    5.46,    7.64,   83.53,   99.98,    4.66,    4.07,    4.94,    3.51,    4.84
52.22961,21.01811,2018,06,25,   15.02,    8.24,   12.55,   10.05,    7.92,   87.31,  100.34,    8.23,    6.58,    5.12,    3.72,    6.78
52.22961,21.01811,2018,06,26,   17.63,   10.18,   14.24,    4.36,    8.03,   79.57,  100.64,    6.20,    2.71,    2.55,    1.62,    7.44
52.22961,21.01811,2018,06,27,   24.32,   11.27,   18.38,    0.82,    9.64,   73.40,  100.80,    5.77,    3.53,    7.26,    4.88,   13.04
52.22961,21.01811,2018,06,28,   25.44,   16.44,   20.65,    3.30,   11.65,   76.53,  100.21,    3.41,    4.85,    8.94,    6.14,    9.00
52.22961,21.01811,2018,06,29,   27.69,   13.28,   21.15,    0.15,   10.59,   67.13,   99.64,    6.96,    5.91,    8.02,    5.95,   14.42
52.22961,21.01811,2018,06,30,   18.58,   10.63,   14.97,    0.81,    6.77,   63.52,   99.84,    2.98,    3.72,    9.73,    7.38,    7.95
52.22961,21.01811,2018,07,01,   16.67,    9.91,   13.80,    0.37,    6.39,   64.84,  100.05,    3.23,    3.65,    8.64,    6.47,    6.76
52.22961,21.01811,2018,07,02,   15.49,   10.14,   13.04,    4.07,    7.52,   80.02,   99.90,    5.29,    5.97,    8.57,    6.18,    5.34
52.22961,21.01811,2018,07,03,   22.45,   10.80,   16.73,    0.14,    7.88,   66.13,   99.94,    7.09,    5.64,    5.95,    4.06,   11.65
52.22961,21.01811,2018,07,04,   26.31,   12.10,   20.21,    0.01,    8.35,   56.25,   99.87,    7.66,    6.16,    5.60,    3.95,   14.21
52.22961,21.01811,2018,07,05,   30.00,   15.25,   22.95,    0.00,    8.71,   49.48,   99.54,    4.65,    4.26,    6.58,    4.34,   14.75
52.22961,21.01811,2018,07,06,   26.46,   15.09,   21.10,    0.06,    9.95,   63.29,   99.69,    3.78,    3.75,    5.51,    3.78,   11.37
52.22961,21.01811,2018,07,07,   27.13,   14.95,   21.29,    0.34,    9.86,   62.20,  100.03,    2.16,    2.44,    5.90,    4.06,   12.19
52.22961,21.01811,2018,07,08,   25.55,   15.36,   20.23,    1.15,    9.68,   65.37,  100.22,    3.12,    1.97,    5.66,    4.04,   10.20
52.22961,21.01811,2018,07,09,   25.57,   12.74,   19.93,    0.00,    8.08,   55.57,  100.19,    3.51,    1.15,    3.65,    2.51,   12.83
52.22961,21.01811,2018,07,10,   27.89,   14.56,   22.22,    0.01,    8.43,   50.31,  100.06,    5.14,    1.75,    4.44,    2.85,   13.32
52.22961,21.01811,2018,07,11,   26.54,   16.64,   22.25,    3.99,    9.82,   58.39,   99.96,    6.21,    3.34,    3.60,    2.35,    9.90
52.22961,21.01811,2018,07,12,   24.49,   14.58,   19.87,    8.11,    9.79,   67.35,   99.86,    3.71,    2.90,    4.21,    2.91,    9.91
52.22961,21.01811,2018,07,13,   22.95,   13.55,   18.06,    7.14,    9.43,   72.58,   99.82,    3.03,    3.49,    4.60,    3.14,    9.40
52.22961,21.01811,2018,07,14,   22.09,   15.60,   18.31,    9.96,   11.45,   86.56,   99.76,    3.24,    3.92,    8.24,    6.00,    6.50
52.22961,21.01811,2018,07,15,   21.16,   15.05,   17.67,   16.73,   11.52,   90.75,   99.81,    1.78,    1.93,    7.41,    5.29,    6.11
52.22961,21.01811,2018,07,16,   23.30,   15.17,   19.02,   11.06,   12.44,   89.72,   99.52,    3.13,    2.65,    5.36,    3.70,    8.13
52.22961,21.01811,2018,07,17,   23.03,   17.50,   20.05,    9.50,   13.03,   87.68,   99.03,    5.44,    3.19,    3.35,    2.17,    5.54
52.22961,21.01811,2018,07,18,   26.61,   17.62,   22.16,    8.17,   14.79,   87.44,   99.13,    2.41,    2.16,    5.42,    3.43,    8.99
52.22961,21.01811,2018,07,19,   27.25,   18.52,   22.69,    2.18,   13.76,   79.08,   99.45,    3.55,    1.53,    6.15,    4.28,    8.74
52.22961,21.01811,2018,07,20,   26.46,   17.46,   21.69,    0.75,   12.31,   75.41,   99.63,    1.63,    2.76,    6.24,    4.21,    9.00
52.22961,21.01811,2018,07,21,   26.46,   15.89,   21.54,    0.12,   10.82,   67.02,   99.75,    2.94,    1.66,    3.48,    2.43,   10.57
52.22961,21.01811,2018,07,22,   28.02,   15.71,   22.81,    0.03,   10.68,   61.20,   99.67,    6.37,    3.49,    3.52,    2.29,   12.30
52.22961,21.01811,2018,07,23,   27.21,   17.60,   22.70,    0.43,   11.58,   66.79,   99.75,    3.69,    2.53,    7.40,    5.31,    9.61
52.22961,21.01811,2018,07,24,   27.88,   16.10,   22.43,    0.44,   11.29,   66.29,   99.82,    1.88,    2.87,    6.78,    4.65,   11.78
52.22961,21.01811,2018,07,25,   27.19,   17.07,   22.55,    1.94,   12.57,   73.21,   99.87,    2.25,    2.68,    5.59,    3.68,   10.12
52.22961,21.01811,2018,07,26,   28.13,   17.42,   23.23,    1.19,   12.91,   72.35,  100.10,    2.47,    2.43,    4.73,    3.17,   10.71
52.22961,21.01811,2018,07,27,   27.92,   18.87,   23.54,    0.88,   13.05,   71.76,  100.10,    2.57,    2.07,    4.92,    3.18,    9.05
52.22961,21.01811,2018,07,28,   29.88,   18.35,   24.63,    1.30,   14.09,   72.22,   99.69,    3.05,    1.14,    3.44,    2.24,   11.53
52.22961,21.01811,2018,07,29,   28.34,   19.58,   24.29,    4.83,   14.60,   76.55,   99.96,    3.54,    1.26,    3.03,    1.88,    8.76
52.22961,21.01811,2018,07,30,   30.10,   19.87,   24.63,    5.23,   14.00,   72.23,  100.30,    3.72,    1.98,    3.79,    2.43,   10.23
52.22961,21.01811,2018,07,31,   28.60,   20.14,   24.37,    1.63,   14.98,   78.62,  100.51,    3.83,    1.35,    3.87,    2.35,    8.46
52.22961,21.01811,2018,08,01,   30.17,   19.67,   25.19,    0.33,   14.00,   70.06,  100.63,    2.41,    1.20,    3.57,    2.33,   10.50
52.22961,21.01811,2018,08,02,   31.16,   20.01,   25.87,    0.07,   12.99,   62.53,  100.70,    3.10,    2.37,    3.24,    2.27,   11.15
52.22961,21.01811,2018,08,03,   30.59,   20.17,   25.18,    0.38,   13.23,   66.25,  100.61,    2.66,    1.24,    3.24,    2.04,   10.43
52.22961,21.01811,2018,08,04,   30.72,   19.01,   25.00,    0.17,   12.41,   62.63,  100.27,    4.70,    2.18,    2.96,    1.98,   11.71
52.22961,21.01811,2018,08,05,   27.36,   17.90,   22.43,    3.47,   11.17,   65.76,  100.11,    5.22,    3.85,    5.26,    3.54,    9.46
52.22961,21.01811,2018,08,06,   24.47,   14.97,   20.09,    0.21,    9.46,   64.47,  100.33,    3.35,    3.82,    5.63,    3.94,    9.50
52.22961,21.01811,2018,08,07,   28.31,   15.06,   22.00,    0.00,    9.21,   55.91,  100.40,    6.18,    2.19,    3.13,    1.92,   13.25
52.22961,21.01811,2018,08,08,   31.10,   16.12,   23.92,    0.00,    9.46,   51.04,  100.35,    5.40,    2.34,    6.47,    4.01,   14.98
52.22961,21.01811,2018,08,09,   32.22,   17.61,   25.35,    0.03,   10.99,   54.43,  100.41,    4.37,    4.54,    8.66,    6.07,   14.61
52.22961,21.01811,2018,08,10,   32.85,   19.83,   24.92,    2.05,   11.83,   60.17,  100.52,    4.69,    3.96,    7.32,    5.33,   13.03
52.22961,21.01811,2018,08,11,   20.41,   14.78,   18.15,   22.58,   11.06,   85.24,  100.59,    3.99,    2.36,    4.43,    3.08,    5.64
52.22961,21.01811,2018,08,12,   23.24,   12.42,   18.07,    0.11,    7.88,   61.02,  100.45,    4.79,    4.16,    5.93,    4.01,   10.81
52.22961,21.01811,2018,08,13,   29.46,   13.11,   21.98,    0.00,    9.58,   57.79,   99.74,    7.13,    3.67,    4.89,    3.05,   16.35
52.22961,21.01811,2018,08,14,   28.53,   17.71,   21.96,    2.24,   11.48,   69.13,   99.59,    3.69,    4.35,    5.29,    3.51,   10.82
52.22961,21.01811,2018,08,15,   24.94,   16.46,   20.41,    0.42,   10.34,   68.93,  100.12,    2.52,    3.49,    5.55,    3.77,    8.48
52.22961,21.01811,2018,08,16,   25.82,   14.81,   20.27,    0.10,    9.86,   66.61,  100.56,    5.44,    2.03,    3.06,    1.92,   11.01
52.22961,21.01811,2018,08,17,   27.48,   14.97,   21.56,    0.08,    9.92,   61.81,  100.42,    3.60,    2.03,    4.62,    2.91,   12.51
52.22961,21.01811,2018,08,18,   26.16,   16.68,   22.14,    0.77,   11.35,   68.27,  100.49,    4.88,    2.29,    1.96,    1.28,    9.47
52.22961,21.01811,2018,08,19,   28.41,   16.86,   23.10,    0.20,   10.90,   61.91,  100.56,    2.72,    2.44,    2.16,    1.65,   11.55
52.22961,21.01811,2018,08,20,   31.29,   18.05,   24.42,    0.09,   10.67,   55.69,  100.07,    4.74,    4.09,    6.13,    4.01,   13.23
52.22961,21.01811,2018,08,21,   24.29,   14.42,   19.81,    0.02,    8.76,   60.83,  100.45,    3.38,    4.22,    6.21,    4.30,    9.88
52.22961,21.01811,2018,08,22,   24.30,   11.63,   18.17,    0.00,    7.06,   54.59,  100.81,    4.43,    1.66,    3.54,    2.21,   12.67
52.22961,21.01811,2018,08,23,   29.12,   12.62,   21.66,    0.00,    8.61,   53.27,  100.21,    5.28,    3.37,    5.98,    3.87,   16.50
52.22961,21.01811,2018,08,24,   29.88,   19.14,   23.26,    2.51,   11.84,   65.89,   99.51,    4.20,    4.35,    7.04,    4.99,   10.74
52.22961,21.01811,2018,08,25,   20.77,   15.03,   18.16,    7.65,   11.13,   84.76,   99.51,    6.75,    5.68,    2.99,    2.20,    5.73
52.22961,21.01811,2018,08,26,   14.84,   10.53,   13.61,    7.14,    8.32,   85.30,  100.01,    4.47,    4.35,    4.28,    3.07,    4.31
52.22961,21.01811,2018,08,27,   20.70,    8.39,   14.97,    0.00,    7.08,   66.74,  100.27,    5.11,    2.39,    2.64,    1.70,   12.32
52.22961,21.01811,2018,08,28,   22.56,   11.44,   16.41,    0.34,    7.80,   67.10,  100.39,    3.44,    3.41,    4.58,    3.05,   11.11
52.22961,21.01811,2018,08,29,   22.93,   11.23,   17.01,    0.02,    8.09,   67.06,  100.59,    3.08,    1.30,    2.85,    1.94,   11.70
52.22961,21.01811,2018,08,30,   25.46,   10.58,   18.68,    0.03,    7.85,   58.42,  100.25,    5.24,    2.45,    5.80,    3.68,   14.88
52.22961,21.01811,2018,08,31,   23.69,   14.95,   18.79,    0.19,    9.43,   69.78,  100.47,    4.02,    3.78,    4.65,    3.30,    8.74
52.22961,21.01811,2018,09,01,   25.37,   12.65,   19.08,    0.01,    8.52,   62.22,  100.93,    6.39,    2.81,    3.83,    2.38,   12.72
52.22961,21.01811,2018,09,02,   27.69,   14.59,   20.89,    0.02,    9.73,   63.58,  101.04,    4.01,    1.23,    6.26,    4.20,   13.10
52.22961,21.01811,2018,09,03,   26.32,   14.70,   20.51,    0.06,   10.21,   67.93,  100.51,    3.07,    2.29,    6.16,    4.06,   11.63
52.22961,21.01811,2018,09,04,   25.83,   15.13,   20.34,    1.28,   10.69,   71.48,   99.98,    5.28,    2.36,    4.67,    3.03,   10.70
52.22961,21.01811,2018,09,05,   24.10,   14.23,   18.87,    0.93,   10.08,   73.91,  100.14,    2.16,    2.14,    5.56,    3.69,    9.86
52.22961,21.01811,2018,09,06,   25.45,   14.63,   19.33,    0.84,    9.31,   66.28,   99.94,    3.95,    1.20,    4.19,    2.58,   10.83
52.22961,21.01811,2018,09,07,   25.75,   12.65,   19.00,    0.27,    8.20,   59.56,   99.86,    5.34,    2.26,    4.22,    2.74,   13.10
52.22961,21.01811,2018,09,08,   24.43,   12.40,   18.45,    1.92,    9.68,   73.10,  100.34,    5.60,    2.77,    3.04,    1.88,   12.04
52.22961,21.01811,2018,09,09,   22.93,   14.44,   18.28,    0.70,    9.10,   69.73,  100.80,    3.17,    1.72,    2.00,    1.28,    8.49
52.22961,21.01811,2018,09,10,   24.44,   11.99,   18.25,    0.06,    8.28,   63.57,  100.76,    1.95,    1.54,    2.75,    2.01,   12.45
52.22961,21.01811,2018,09,11,   23.21,   12.80,   17.88,    0.02,    7.46,   58.64,  100.68,    4.60,    3.67,    4.74,    3.01,   10.41
52.22961,21.01811,2018,09,12,   28.87,   15.42,   21.07,    0.00,    8.98,   57.72,  100.48,    3.15,    3.77,    6.56,    4.33,   13.45
52.22961,21.01811,2018,09,13,   23.16,   13.22,   17.86,    0.29,    8.88,   69.75,  100.50,    4.52,    2.40,    5.00,    3.47,    9.95
