LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,PRECTOT,QV2M,RH2M,PS,WS50M_RANGE,WS10M_RANGE,WS50M,WS10M,T2M_RANGE
52.22961,21.01811,2016,06,14,   22.42,   12.75,   17.27,    1.09,    8.32,   66.65,   98.80,    4.66,    4.93,    6.01,    4.28,    9.67
52.22961,21.01811,2016,06,15,   23.59,   12.17,   18.43,    1.11,    9.29,   69.06,   98.63,    3.27,    2.47,    2.71,    1.98,   11.43
52.22961,21.01811,2016,06,16,   25.73,   14.72,   20.22,    0.83,    9.31,   62.27,   99.21,    4.11,    3.77,    6.73,    4.60,   11.01
52.22961,21.01811,2016,06,17,   30.20,   14.93,   21.53,    3.86,   10.44,   64.20,   98.94,    8.23,    7.64,   11.93,    8.78,   15.26
52.22961,21.01811,2016,06,18,   23.25,   13.24,   18.87,    0.26,    8.17,   59.95,  100.09,    7.75,    6.06,    6.20,    4.65,   10.01
52.22961,21.01811,2016,06,19,   27.13,   14.34,   21.67,    0.05,    8.10,   50.22,  100.52,    7.84,    3.41,    2.99,    1.82,   12.79
52.22961,21.01811,2016,06,20,   23.21,   13.92,   18.54,   16.60,   11.01,   82.61,  100.32,    6.45,    5.08,    6.01,    4.14,    9.29
52.22961,21.01811,2016,06,21,   24.35,   11.75,   18.61,    0.17,    9.36,   70.25,  100.72,    2.68,    2.25,    4.47,    3.01,   12.61
52.22961,21.01811,2016,06,22,   25.74,   13.87,   20.82,    0.00,    9.56,   62.79,  101.17,    3.97,    2.15,    2.44,    1.71,   11.87
52.22961,21.01811,2016,06,23,   28.38,   16.77,   23.08,    0.01,   10.32,   59.05,  101.16,    5.52,    1.79,    3.37,    2.18,   11.61
52.22961,21.01811,2016,06,24,   31.68,   17.50,   25.64,    0.00,   12.51,   61.03,  100.69,    3.54,    1.09,    4.96,    3.08,   14.18
52.22961,21.01811,2016,06,25,   31.47,   20.97,   26.75,    1.31,   14.74,   66.93,  100.13,    4.10,    2.49,    7.01,    4.74,   10.50
52.22961,21.01811,2016,06,26,   31.99,   17.22,   25.03,    9.11,   14.69,   73.64,   99.88,    7.62,    5.93,    5.42,    4.03,   14.77
52.22961,21.01811,2016,06,27,   23.90,   14.62,   19.64,    0.05,    9.06,   63.44,  100.17,    3.00,    3.43,    5.67,    4.16,    9.28
52.22961,21.01811,2016,06,28,   22.98,   16.13,   19.57,    0.55,    8.86,   62.33,  100.21,    2.36,    1.59,    2.78,    2.01,    6.85
52.22961,21.01811,2016,06,29,   27.84,   13.82,   22.11,    0.07,    8.82,   53.03,  100.04,    2.86,    1.75,    3.56,    2.43,   14.02
52.22961,21.01811,2016,06,30,   30.18,   17.93,   25.02,    0.20,   10.05,   50.64,  100.03,    3.92,    2.28,    2.32,    1.58,   12.25
52.22961,21.01811,2016,07,01,   27.42,   18.63,   23.16,    1.67,   11.34,   63.98,  100.25,    4.02,    1.55,    2.90,    2.05,    8.79
52.22961,21.01811,2016,07,02,   31.71,   18.04,   25.59,    0.10,   11.07,   53.86,   99.97,    3.70,    2.69,    5.45,    3.70,   13.68
52.22961,21.01811,2016,07,03,   19.77,   13.46,   17.15,    9.28,    9.02,   73.79,  100.19,    6.46,    5.93,    6.60,    4.97,    6.30
52.22961,21.01811,2016,07,04,   22.09,   12.03,   17.21,    0.61,    7.25,   59.32,  100.46,    6.03,    5.41,    5.27,    3.83,   10.07
52.22961,21.01811,2016,07,05,   24.24,   10.52,   18.81,    0.80,    7.16,   52.83,  100.15,    2.97,    1.59,    4.29,    2.86,   13.71
52.22961,21.01811,2016,07,06,   20.64,   13.21,   16.87,    4.21,    8.22,   67.96,   99.43,    9.33,    7.95,   10.87,    8.12,    7.43
52.22961,21.01811,2016,07,07,   19.64,   11.72,   15.73,    4.32,    7.84,   70.14,  100.02,    8.73,    8.43,   10.16,    7.37,    7.92
52.22961,21.01811,2016,07,08,   24.00,    9.95,   18.41,    0.06,    7.08,   53.63,  100.30,    3.71,    3.13,    6.27,    4.19,   14.06
52.22961,21.01811,2016,07,09,   21.82,   15.01,   18.37,    3.47,    8.62,   65.14,   99.84,    3.56,    3.91,    8.13,    5.85,    6.81
52.22961,21.01811,2016,07,10,   25.48,   13.77,   20.12,    0.17,    9.20,   62.44,  100.11,    1.33,    2.40,    5.74,    3.93,   11.71
52.22961,21.01811,2016,07,11,   30.88,   16.63,   24.12,    1.43,   11.78,   62.29,   99.63,    5.91,    5.54,    6.77,    4.42,   14.25
52.22961,21.01811,2016,07,12,   24.33,   18.67,   21.99,    8.11,   13.68,   82.24,   99.67,    4.09,    2.24,    3.08,    2.07,    5.66
52.22961,21.01811,2016,07,13,   22.03,   16.06,   18.94,   27.85,   11.69,   84.93,   99.66,    6.83,    6.11,    6.02,    4.18,    5.97
52.22961,21.01811,2016,07,14,   22.99,   14.56,   17.78,   13.52,   11.42,   88.72,   99.10,    7.86,    5.91,    7.36,    5.26,    8.42
52.22961,21.01811,2016,07,15,   20.94,   12.18,   16.54,    0.60,    8.77,   74.50,   99.99,    7.21,    7.07,    9.88,    7.36,    8.76
52.22961,21.01811,2016,07,16,   21.57,   12.64,   17.42,    0.41,    8.97,   72.59,  100.71,    6.06,    3.80,    3.27,    2.17,    8.93
52.22961,21.01811,2016,07,17,   21.26,   14.29,   17.57,    5.75,   10.07,   80.20,  100.21,    3.57,    3.74,    5.39,    3.53,    6.97
52.22961,21.01811,2016,07,18,   21.58,   13.67,   17.69,    0.55,    9.10,   71.95,  100.13,    2.18,    3.07,    6.52,    4.59,    7.90
52.22961,21.01811,2016,07,19,   22.56,   12.53,   17.66,    0.23,    8.59,   68.16,  100.33,    2.14,    2.46,    6.42,    4.39,   10.03
52.22961,21.01811,2016,07,20,   23.08,   10.71,   17.65,    0.02,    7.79,   61.91,  100.36,    2.47,    3.06,    6.47,    4.26,   12.37
52.22961,21.01811,2016,07,21,   24.68,   10.41,   18.09,    0.03,    7.60,   58.59,  100.10,    3.93,    4.09,    7.40,    4.88,   14.27
52.22961,21.01811,2016,07,22,   23.83,   10.62,   18.60,    0.36,   10.03,   74.83,  100.19,    2.12,    3.01,    5.32,    3.62,   13.22
52.22961,21.01811,2016,07,23,   26.60,   15.23,   20.95,    0.29,   11.15,   72.10,  100.44,    2.60,    1.15,    3.79,    2.51,   11.37
52.22961,21.01811,2016,07,24,   27.39,   15.56,   22.11,    0.13,   11.05,   66.58,  100.51,    3.29,    0.93,    3.06,    2.01,   11.84
52.22961,21.01811,2016,07,25,   29.02,   17.61,   23.88,    0.73,   11.09,   59.97,  100.33,    3.88,    1.49,    2.79,    1.80,   11.40
52.22961,21.01811,2016,07,26,   29.71,   18.83,   24.98,    1.46,   11.77,   59.54,  100.28,    3.68,    1.55,    1.90,    1.35,   10.87
52.22961,21.01811,2016,07,27,   27.90,   19.77,   23.67,    3.08,   12.87,   70.33,  100.23,    2.74,    1.34,    3.38,    2.21,    8.13
52.22961,21.01811,2016,07,28,   25.73,   19.02,   22.03,    4.73,   13.23,   79.56,   99.95,    2.24,    2.35,    3.78,    2.54,    6.70
52.22961,21.01811,2016,07,29,   25.16,   17.09,   20.78,   13.75,   12.24,   79.46,   99.88,    4.40,    2.32,    3.59,    2.21,    8.07
52.22961,21.01811,2016,07,30,   26.18,   15.94,   21.36,    1.01,   11.34,   71.05,   99.85,    3.56,    3.49,    4.60,    3.13,   10.24
52.22961,21.01811,2016,07,31,   28.13,   17.04,   22.84,    2.65,   11.52,   65.93,   99.79,    4.68,    2.27,    3.03,    1.96,   11.09
52.22961,21.01811,2016,08,01,   24.09,   15.71,   20.01,   12.79,   11.70,   79.62,   99.78,    6.25,    5.71,    6.16,    4.30,    8.38
52.22961,21.01811,2016,08,02,   23.84,   13.90,   18.93,    0.55,    8.54,   62.54,  100.26,    2.09,    2.12,    3.45,    2.44,    9.94
52.22961,21.01811,2016,08,03,   23.82,   14.42,   19.23,    0.97,    9.47,   67.96,  100.11,    4.76,    1.76,    2.93,    1.94,    9.40
52.22961,21.01811,2016,08,04,   26.95,   17.06,   21.81,    2.12,   11.99,   73.12,   99.95,    5.82,    4.92,    5.35,    3.64,    9.89
52.22961,21.01811,2016,08,05,   30.58,   18.86,   24.86,    0.23,   12.86,   65.16,   99.84,    4.86,    3.71,    6.60,    4.31,   11.72
52.22961,21.01811,2016,08,06,   21.34,   15.28,   18.52,    2.16,   10.21,   76.84,  100.53,    2.62,    3.20,    5.70,    4.15,    6.06
52.22961,21.01811,2016,08,07,   22.95,   12.91,   17.85,    0.07,    8.13,   64.19,  100.91,    4.57,    4.62,    6.71,    4.84,   10.05
52.22961,21.01811,2016,08,08,   28.30,   12.49,   21.26,    0.01,    8.58,   54.57,  100.51,    5.86,    2.99,    5.80,    3.77,   15.82
52.22961,21.01811,2016,08,09,   24.33,   14.48,   19.06,    6.96,   10.37,   75.19,  100.19,    5.62,    3.57,    5.01,    3.41,    9.85
52.22961,21.01811,2016,08,10,   16.27,   11.62,   14.06,   13.85,    8.26,   82.50,  100.28,    2.37,    1.22,    4.09,    2.86,    4.65
52.22961,21.01811,2016,08,11,   18.72,    9.66,   13.99,    0.14,    6.48,   65.23,  100.46,    2.25,    3.11,    5.50,    3.73,    9.07
52.22961,21.01811,2016,08,12,   20.90,    7.88,   15.35,    0.00,    5.87,   54.32,  100.82,    5.27,    2.24,    3.70,    2.50,   13.02
52.22961,21.01811,2016,08,13,   22.76,   11.93,   17.83,    0.23,    8.84,   69.67,  100.68,    3.71,    2.84,    6.22,    4.05,   10.83
52.22961,21.01811,2016,08,14,   22.98,   14.32,   19.13,    1.36,    9.53,   69.02,  100.43,    4.75,    4.82,    7.12,    4.76,    8.67
52.22961,21.01811,2016,08,15,   21.61,   11.81,   16.79,    0.38,    7.94,   66.78,  100.53,    3.36,    4.18,    5.85,    3.85,    9.79
52.22961,21.01811,2016,08,16,   21.30,   11.43,   16.14,    0.16,    7.41,   64.70,  100.18,    4.44,    4.83,    5.78,    3.98,    9.86
52.22961,21.01811,2016,08,17,   20.97,   10.76,   15.96,    0.44,    7.24,   63.82,   99.92,    4.64,    4.23,    3.31,    2.44,   10.21
52.22961,21.01811,2016,08,18,   22.56,   11.99,   17.78,    0.08,    7.41,   58.03,   99.72,    5.94,    3.75,    5.16,    3.39,   10.57
52.22961,21.01811,2016,08,19,   25.85,   12.81,   19.88,    0.06,    7.91,   54.51,   99.96,    7.76,    4.55,    3.65,    2.53,   13.04
52.22961,21.01811,2016,08,20,   28.68,   13.59,   21.91,    0.02,    8.86,   53.97,  100.25,    5.81,    2.13,    5.11,    3.14,   15.09
52.22961,21.01811,2016,08,21,   27.49,   16.92,   21.41,   11.52,   10.89,   68.31,  100.23,    4.40,    1.78,    4.97,    3.33,   10.57
52.22961,21.01811,2016,08,22,   22.29,   15.47,   18.40,    1.72,   10.45,   79.42,  100.74,    1.11,    2.85,    5.72,    3.92,    6.82
52.22961,21.01811,2016,08,23,   24.77,   12.74,   18.88,    0.14,    9.58,   70.89,  101.06,    4.06,    1.86,    4.20,    2.64,   12.03
52.22961,21.01811,2016,08,24,   23.70,   13.54,   18.51,    0.18,    9.69,   73.46,  101.16,    1.79,    2.48,    5.41,    3.57,   10.16
52.22961,21.01811,2016,08,25,   25.24,   12.29,   18.93,    0.02,    8.84,   65.37,  101.20,    3.80,    1.07,    3.87,    2.49,   12.95
52.22961,21.01811,2016,08,26,   27.65,   12.14,   19.88,    0.00,    7.14,   49.73,  101.00,    5.27,    1.70,    6.11,    3.61,   15.51
52.22961,21.01811,2016,08,27,   29.80,   12.80,   21.96,    0.00,    8.61,   52.57,  100.74,    5.36,    2.72,    4.58,    3.08,   17.00
52.22961,21.01811,2016,08,28,   30.38,   16.08,   23.30,    0.00,    9.28,   52.02,  100.37,    5.24,    2.21,    3.86,    2.54,   14.30
52.22961,21.01811,2016,08,29,   29.16,   17.16,   22.16,    0.21,    9.98,   59.69,   99.92,    2.95,    3.35,    7.29,    4.71,   12.00
52.22961,21.01811,2016,08,30,   22.48,   12.83,   17.79,    0.07,    7.97,   63.00,  100.67,    3.39,    4.52,    7.10,    4.88,    9.65
52.22961,21.01811,2016,08,31,   23.52,   10.70,   17.28,    0.00,    7.78,   63.68,  101.02,    4.80,    2.23,    2.61,    1.83,   12.82
52.22961,21.01811,2016,09,01,   25.67,   11.34,   18.95,    0.00,    7.30,   53.66,  100.65,    3.48,    2.00,    3.90,    2.63,   14.33
52.22961,21.01811,2016,09,02,   24.84,   12.04,   18.45,    0.07,    8.18,   61.88,  100.43,    4.27,    3.58,    4.56,    3.11,   12.80
52.22961,21.01811,2016,09,03,   25.89,   12.21,   19.11,    0.00,    8.13,   58.89,  100.28,    5.59,    3.37,    3.47,    2.36,   13.68
52.22961,21.01811,2016,09,04,   27.17,   14.36,   20.19,    4.94,    9.65,   64.92,   99.71,    4.57,    3.83,    5.87,    3.72,   12.82
52.22961,21.01811,2016,09,05,   19.77,   13.98,   16.96,    3.78,   10.09,   83.10,   99.75,    4.91,    3.76,    6.10,    4.41,    5.79
52.22961,21.01811,2016,09,06,   23.49,   11.63,   17.17,    0.28,    8.26,   68.07,  101.00,    3.23,    3.79,    6.02,    4.24,   11.87
52.22961,21.01811,2016,09,07,   25.30,   11.39,   18.77,    0.00,    7.63,   56.96,  101.09,    3.99,    2.12,    2.07,    1.43,   13.91
52.22961,21.01811,2016,09,08,   27.48,   13.43,   20.39,    0.00,    9.26,   62.00,  100.35,    4.18,    1.32,    3.23,    2.09,   14.05
52.22961,21.01811,2016,09,09,   29.58,   14.79,   22.19,    0.00,    9.41,   56.34,  100.24,    5.20,    2.54,    3.31,    2.03,   14.79
52.22961,21.01811,2016,09,10,   29.51,   15.68,   22.75,    0.00,    9.38,   54.32,  100.33,    4.37,    2.04,    2.91,    1.90,   13.84
52.22961,21.01811,2016,09,11,   29.45,   17.98,   23.37,    0.00,    9.63,   53.79,  100.45,    1.96,    1.63,    1.95,    1.45,   11.47
52.22961,21.01811,2016,09,12,   29.38,   17.40,   22.57,    0.00,    9.48,   55.72,  100.72,    5.27,    3.01,    2.98,    1.93,   11.98
52.22961,21.01811,2016,09,13,   27.59,   14.48,   20.46,    0.03,    9.87,   65.95,  100.62,    5.37,    2.07,    5.01,    3.07,   13.11
52.22961,21.01811,2016,09,14,   23.86,   11.21,   17.09,    0.00,    7.40,   61.06,  100.55,    3.26,    1.94,    5.10,    3.13,   12.65
52.22961,21.01811,2016,09,15,   23.45,    9.33,   16.17,    0.00,    6.24,   54.58,  100.51,    4.43,    1.86,    3.87,    2.45,   14.12
52.22961,21.01811,2016,09,16,   24.57,   10.19,   16.73,    0.00,    6.13,   51.57,  100.15,    7.22,    2.79,    3.94,    2.31,   14.38
52.22961,21.01811,2016,09,17,   23.30,   10.29,   16.24,    0.02,    7.17,   62.15,  100.03,    3.38,    2.96,    7.42,    5.26,   13.01
52.22961,21.01811,2016,09,18,   19.49,    7.79,   13.15,    0.10,    5.32,   56.46,  100.22,    2.66,    4.18,    8.23,    6.03,   11.70
52.22961,21.01811,2016,09,19,   18.16,    5.57,   11.46,    0.00,    4.83,   57.23,  100.20,    2.21,    3.94,    6.89,    4.87,   12.58
52.22961,21.01811,2016,09,20,   16.72,    4.28,   10.98,    0.16,    5.44,   66.59,  100.17,    3.51,    1.50,    4.18,    2.55,   12.44
52.22961,21.01811,2016,09,21,   15.90,    6.16,   10.75,    0.58,    5.84,   72.75,  100.42,    3.23,    2.75,    5.26,    3.36,    9.74
52.22961,21.01811,2016,09,22,   17.06,    7.36,   11.81,    0.30,    5.99,   69.61,  100.54,    2.41,    2.68,    6.12,    4.06,    9.70
52.22961,21.01811,2016,09,23,   17.65,    7.24,   12.38,    0.17,    6.37,   71.37,  100.74,    2.46,    3.50,    6.39,    4.12,   10.42
52.22961,21.01811,2016,09,24,   18.79,    8.12,   12.24,    0.99,    6.07,   68.77,  100.90,    2.90,    3.42,    6.57,    4.30,   10.67
52.22961,21.01811,2016,09,25,   18.64,    6.52,   12.12,    0.04,    6.42,   73.45,  101.07,    4.04,    1.18,    4.07,    2.50,   12.12
52.22961,21.01811,2016,09,26,   16.09,    4.79,    9.95,    0.00,    5.00,   66.20,  101.16,    3.16,    1.38,    4.95,    3.04,   11.30
52.22961,21.01811,2016,09,27,   16.28,    2.76,    9.48,    0.00,    4.73,   64.81,  101.36,    4.13,    1.72,    3.12,    2.07,   13.52
52.22961,21.01811,2016,09,28,   17.26,    3.23,   11.55,    0.06,    5.98,   70.85,  100.79,    7.41,    4.53,    6.78,    4.50,   14.02
52.22961,21.01811,2016,09,29,   22.54,   12.47,   17.20,    0.00,    8.08,   65.96,  100.17,    2.75,    2.34,    8.45,    5.90,   10.07
52.22961,21.01811,2016,09,30,   21.90,   13.44,   16.92,    0.13,    8.22,   68.09,   99.92,    5.80,    4.46,    6.62,    4.42,    8.46
52.22961,21.01811,2016,10,01,   18.84,   12.20,   15.29,    0.72,    8.84,   81.28,  100.04,    6.87,    3.78,    3.46,    2.05,    6.64
52.22961,21.01811,2016,10,02,   22.73,   11.22,   16.39,    3.30,    8.36,   71.59,   99.92,    4.19,    2.33,    4.97,    2.96,   11.51
52.22961,21.01811,2016,10,03,   16.71,   12.30,   14.31,   15.97,    9.38,   92.08,  100.26,    5.70,    5.16,    6.62,    4.68,    4.41
52.22961,21.01811,2016,10,04,   13.73,    5.51,   10.44,    0.76,    5.40,   68.97,  100.84,    4.08,    3.86,   12.65,    9.54,    8.21
52.22961,21.01811,2016,10,05,    7.74,    3.66,    5.94,   22.80,    5.39,   92.76,  100.17,    3.82,    3.33,   10.68,    8.17,    4.08
52.22961,21.01811,2016,10,06,   10.38,    2.52,    6.52,    7.65,    5.07,   83.96,  100.14,    5.89,    4.24,    5.01,    3.38,    7.86
52.22961,21.01811,2016,10,07,   11.22,    0.23,    5.49,    2.29,    4.50,   80.13,  100.28,    5.00,    4.02,    4.00,    2.85,   10.99
52.22961,21.01811,2016,10,08,   10.64,    4.00,    6.87,    1.19,    5.18,   83.60,  100.20,    2.28,    2.17,    3.09,    2.03,    6.64
52.22961,21.01811,2016,10,09,   11.15,    5.16,    7.61,    1.37,    5.66,   87.23,  100.59,    1.90,    1.89,    3.76,    2.44,    5.99
52.22961,21.01811,2016,10,10,    8.02,    5.02,    6.43,    4.55,    5.60,   93.70,  100.71,    1.81,    2.70,    4.70,    3.04,    3.00
52.22961,21.01811,2016,10,11,    8.71,    3.83,    6.03,    0.86,    5.07,   87.17,  100.67,    3.99,    3.32,    7.47,    5.62,    4.89
52.22961,21.01811,2016,10,12,    7.39,    4.96,    6.33,    5.63,    5.46,   92.03,  100.80,    2.75,    2.66,    9.79,    7.37,    2.44
52.22961,21.01811,2016,10,13,    8.60,    0.82,    4.21,    0.00,    3.91,   76.66,  101.03,    2.65,    3.94,    7.00,    4.73,    7.78
52.22961,21.01811,2016,10,14,   10.78,   -0.62,    4.33,    0.01,    3.81,   74.27,  101.17,    4.36,    3.69,    6.99,    4.78,   11.40
52.22961,21.01811,2016,10,15,    7.62,    0.63,    3.75,    3.96,    3.92,   79.34,  100.93,    3.53,    3.39,   10.53,    8.08,    6.99
52.22961,21.01811,2016,10,16,    9.09,    0.93,    4.14,    1.41,    3.81,   75.60,  101.56,    2.26,    3.65,    9.39,    6.66,    8.16
52.22961,21.01811,2016,10,17,   10.23,   -1.06,    4.03,    0.00,    3.54,   70.93,  101.78,    3.56,    4.85,    9.55,    6.74,   11.30
52.22961,21.01811,2016,10,18,   10.68,    2.49,    6.57,    2.14,    5.45,   90.63,  101.06,    3.50,    2.88,    6.09,    4.26,    8.19
52.22961,21.01811,2016,10,19,   11.82,    5.10,    8.08,    0.38,    5.86,   87.44,  100.58,    3.13,    2.83,    5.47,    3.76,    6.73
52.22961,21.01811,2016,10,20,   10.18,    4.86,    7.44,    8.92,    5.78,   90.02,  100.50,    6.50,    5.81,    7.05,    5.00,    5.32
52.22961,21.01811,2016,10,21,    7.95,    4.11,    5.56,   15.88,    5.29,   93.58,  100.22,    3.12,    1.96,    7.60,    5.81,    3.85
52.22961,21.01811,2016,10,22,    5.31,    3.49,    4.86,    7.28,    5.14,   95.38,  100.15,    6.89,    5.22,    3.46,    2.51,    1.82
52.22961,21.01811,2016,10,23,    8.98,    1.85,    4.68,    0.48,    5.05,   95.51,  100.76,    4.28,    3.51,    6.55,    4.39,    7.13
52.22961,21.01811,2016,10,24,   10.21,    5.80,    7.74,    3.82,    6.16,   94.21,  100.70,    2.95,    3.02,    7.09,    4.85,    4.41
52.22961,21.01811,2016,10,25,   11.60,    6.09,    8.71,   11.23,    6.82,   97.28,  100.42,    1.74,    1.27,    6.58,    4.32,    5.51
52.22961,21.01811,2016,10,26,    8.49,    3.51,    5.28,    0.21,    4.77,   86.93,  101.32,    4.12,    2.59,    4.55,    3.20,    4.98
52.22961,21.01811,2016,10,27,    8.55,    1.08,    4.01,    0.02,    4.13,   82.69,  101.76,    6.20,    2.75,    4.15,    2.55,    7.48
52.22961,21.01811,2016,10,28,    9.51,    1.00,    5.55,    1.71,    4.98,   88.98,  101.17,    4.60,    4.50,   10.23,    7.29,    8.51
52.22961,21.01811,2016,10,29,    7.80,    2.62,    5.64,    1.48,    5.23,   92.22,  100.48,    3.16,    3.08,   10.31,    7.58,    5.19
52.22961,21.01811,2016,10,30,    6.98,    2.36,    4.19,    1.14,    4.75,   92.71,  100.52,    2.65,    2.11,    9.55,    7.15,    4.62
52.22961,21.01811,2016,10,31,    7.51,    2.60,    4.38,    2.39,    4.74,   91.69,  100.88,    2.33,    2.76,    7.68,    5.69,    4.91
52.22961,21.01811,2016,11,01,    7.96,    2.17,    4.88,   11.47,    5.03,   93.47,  100.34,    7.82,    5.28,    5.50,    3.92,    5.79
52.22961,21.01811,2016,11,02,    7.75,    2.99,    5.37,    5.24,    5.23,   92.65,   99.07,    4.56,    4.42,    9.66,    7.10,    4.76
52.22961,21.01811,2016,11,03,    4.57,   -0.07,    2.27,    0.51,    4.00,   88.90,   99.75,    4.54,    4.23,   10.66,    7.99,    4.64
52.22961,21.01811,2016,11,04,    6.16,   -0.93,    2.08,    0.06,    3.50,   79.48,  100.45,    3.22,    2.00,    6.58,    4.36,    7.09
52.22961,21.01811,2016,11,05,    6.00,    0.49,    2.76,    0.22,    3.88,   83.02,   99.58,    2.45,    2.18,    7.05,    5.09,    5.51
52.22961,21.01811,2016,11,06,    8.33,    2.92,    5.28,    4.33,    5.18,   91.87,   98.52,    4.44,    3.20,    5.36,    3.13,    5.40
52.22961,21.01811,2016,11,07,    6.66,    1.53,    3.68,    2.60,    4.67,   92.92,   98.83,    3.88,    3.43,    5.03,    3.37,    5.13
52.22961,21.01811,2016,11,08,    4.97,   -1.50,    0.76,    0.09,    3.35,   82.89,   99.71,    5.87,    3.73,    3.53,    2.21,    6.47
52.22961,21.01811,2016,11,09,    1.69,   -1.22,   -0.05,    6.17,    3.61,   94.48,   99.44,    2.32,    1.94,    4.82,    3.15,    2.91
52.22961,21.01811,2016,11,10,    2.14,   -2.93,   -0.94,    0.12,    3.13,   87.53,   99.55,    5.08,    3.36,    3.92,    2.51,    5.07
52.22961,21.01811,2016,11,11,    1.21,   -3.28,   -1.26,    1.81,    3.13,   90.36,  100.21,    1.40,    1.99,    5.57,    3.73,    4.50
52.22961,21.01811,2016,11,12,    1.32,   -4.48,   -2.88,    0.02,    2.74,   89.86,  101.18,    1.92,    2.15,    4.84,    3.18,    5.79
52.22961,21.01811,2016,11,13,    1.75,   -3.57,   -1.00,    0.17,    3.30,   94.24,  101.21,    3.30,    3.12,    5.71,    3.73,    5.32
52.22961,21.01811,2016,11,14,    3.64,   -2.61,   -0.60,    0.07,    3.35,   93.41,  101.81,    3.50,    1.49,    5.17,    3.47,    6.25
52.22961,21.01811,2016,11,15,    1.65,   -3.37,   -0.80,    0.95,    3.12,   88.01,  101.26,    3.05,    2.28,    7.15,    5.18,    5.02
52.22961,21.01811,2016,11,16,    2.29,   -0.19,    0.98,    2.19,    3.94,   96.34,  100.16,    3.03,    3.19,    7.12,    4.70,    2.48
52.22961,21.01811,2016,11,17,    4.49,    1.64,    2.76,    0.87,    4.45,   95.37,   99.69,    2.22,    1.50,    8.34,    5.54,    2.85
52.22961,21.01811,2016,11,18,    8.56,    2.25,    4.94,    0.01,    5.08,   93.33,   99.61,    4.16,    2.66,    9.50,    6.48,    6.31
52.22961,21.01811,2016,11,19,    8.48,    3.97,    6.34,   12.29,    5.75,   95.89,   99.79,   10.58,    7.70,    7.78,    5.18,    4.51
52.22961,21.01811,2016,11,20,    8.53,    4.47,    6.67,    0.85,    5.68,   93.08,  100.21,    6.23,    4.21,    7.70,    5.22,    4.06
52.22961,21.01811,2016,11,21,   11.50,    4.21,    7.11,    0.02,    5.69,   90.52,  100.42,    3.06,    2.83,    9.25,    6.71,    7.29
52.22961,21.01811,2016,11,22,    9.42,    3.55,    5.19,    0.05,    4.95,   90.28,  100.65,    3.41,    2.60,    8.63,    6.72,    5.87
52.22961,21.01811,2016,11,23,    9.22,    3.46,    5.23,    0.05,    5.12,   93.23,  100.86,    2.16,    2.39,    5.64,    3.99,    5.75
52.22961,21.01811,2016,11,24,    7.58,    0.71,    4.95,    0.15,    5.14,   95.37,  100.77,    2.23,    1.98,    4.50,    3.34,    6.87
52.22961,21.01811,2016,11,25,    3.17,   -0.68,    0.56,    0.15,    3.71,   94.27,  100.95,    3.03,    1.74,    2.99,    2.07,    3.85
52.22961,21.01811,2016,11,26,    3.98,   -2.34,   -0.15,    0.21,    3.22,   85.42,  100.07,    5.09,    4.10,    8.07,    6.06,    6.32
52.22961,21.01811,2016,11,27,    3.95,   -1.30,    0.91,    0.98,    3.82,   92.93,   99.14,    2.09,    1.53,    9.16,    6.86,    5.25
52.22961,21.01811,2016,11,28,   -0.41,   -5.38,   -2.17,    0.73,    2.77,   85.51,  100.16,    4.47,    4.01,    9.35,    7.02,    4.97
52.22961,21.01811,2016,11,29,    1.29,   -3.68,   -1.09,    1.10,    3.16,   90.69,  101.00,   10.76,    8.72,    8.01,    5.91,    4.96
52.22961,21.01811,2016,11,30,    0.01,   -1.96,   -0.86,    2.70,    3.10,   87.06,  100.47,    4.93,    4.37,    9.73,    7.43,    1.97
52.22961,21.01811,2016,12,01,    1.09,   -0.33,    0.35,    9.25,    3.83,   97.27,   99.23,    4.32,    4.23,    6.47,    4.39,    1.43
52.22961,21.01811,2016,12,02,    0.63,   -1.24,   -0.28,    6.26,    3.63,   96.12,   98.90,    5.15,    4.01,    8.66,    6.36,    1.87
52.22961,21.01811,2016,12,03,   -0.12,   -2.39,   -1.11,    1.64,    3.30,   94.32,  100.37,    3.00,    1.91,    8.76,    6.41,    2.28
52.22961,21.01811,2016,12,04,   -0.43,   -5.09,   -2.95,    0.40,    2.88,   95.10,  101.34,    4.39,    3.43,    5.46,    3.42,    4.66
52.22961,21.01811,2016,12,05,   -0.22,   -4.42,   -2.91,    0.15,    2.80,   92.08,  101.11,    3.18,    1.87,    8.40,    5.76,    4.20
52.22961,21.01811,2016,12,06,    1.07,   -4.22,   -1.17,    1.36,    3.33,   96.11,  101.00,    4.48,    3.97,    7.40,    4.86,    5.29
52.22961,21.01811,2016,12,07,   -0.48,   -6.93,   -4.00,    0.14,    2.63,   94.57,  101.94,    7.63,    5.50,    5.01,    3.39,    6.45
52.22961,21.01811,2016,12,08,    3.83,   -1.54,    1.84,    2.26,    4.02,   92.88,  100.55,    4.87,    2.90,   12.48,    9.05,    5.37
52.22961,21.01811,2016,12,09,    5.36,    2.91,    3.92,    0.66,    4.79,   95.04,  100.28,    3.69,    2.65,   10.87,    7.76,    2.46
